Order_ID,User_ID,Restaurant_ID,Driver_ID,Item_Name,Quantity,Total_Price,Order_Time,Delivery_Time,Delivery_Duration_Minutes,City,Payment_Method,Order_Status,Driver_Vehicle,Restaurant_Lat,Restaurant_Lon,Customer_Lat,Customer_Lon,Driver_Lat,Driver_Lon,Delivery_Distance_km,Traffic_Level,Driver_Availability
18810,U9511,461,106,Burger,4,485.16,2025-06-13 07:20:00,2025-06-13 08:06:00,46,Cairo,Credit Card,Cancelled,Car,30.05702169749676,31.22177082848074,30.028690628069064,31.218322807536374,30.02966592911056,31.229403534781017,3.1581454647186367,High,Online
91077,U7239,494,370,Sandwich,5,597.65,2025-06-16 03:25:00,2025-06-16 03:50:00,25,Giza,Wallet,Cancelled,Motorbike,30.00645578074614,31.193970416665973,30.02284121432935,31.19751102555725,30.018124225010695,31.22248286932913,1.8482066405631177,Low,Online
22777,U9756,413,166,Salad,5,299.34999999999997,2025-06-08 02:31:00,2025-06-08 03:20:00,49,Zagazig,Cash,Delivered,Motorbike,30.58768007079996,31.482686976605827,30.586119740465143,31.492248673516837,30.574263769018764,31.500652653522312,0.9332669057227864,Low,Online
21082,U6193,704,157,Fried Chicken,2,220.34,2025-06-08 09:43:00,2025-06-08 10:22:00,39,Tanta,Wallet,Cancelled,Bicycle,30.798151393157017,30.981361397480512,30.7939072198035,30.99097232850852,30.785735790439475,31.002258020827043,1.0331964624528698,High,Online
63600,U3262,592,478,Salad,3,261.33,2025-06-14 06:23:00,2025-06-14 06:53:00,30,Mansoura,Cash,Cancelled,Car,31.02084625754792,31.388979431996017,31.055474309996796,31.37401541359432,31.029525495823247,31.401240376896233,4.096383808373084,Low,Offline
59100,U9327,647,333,Fried Chicken,2,273.02,2025-06-03 04:21:00,2025-06-03 04:52:00,31,Giza,Cash,Delivered,Bicycle,29.993451631616395,31.190533281308973,30.02955054387294,31.197898466695467,30.02062690096984,31.192658019483552,4.064255314898556,Low,Online
41566,U8192,26,179,Shawarma,5,306.55,2025-06-14 03:47:00,2025-06-14 04:14:00,27,Assiut,Wallet,Cancelled,Car,27.193321031374587,31.179044914206223,27.167620967695846,31.187436568292455,27.165962345167447,31.19659943708256,2.966663690052241,Low,Online
44051,U7054,277,32,Koshary,1,64.09,2025-06-02 13:03:00,2025-06-02 13:47:00,44,Cairo,Credit Card,In Transit,Bicycle,30.033045225700057,31.22718117769315,30.043571406855687,31.227599566225617,30.06292485101545,31.245611651711975,1.167557244690859,Medium,Online
98407,U1764,310,15,Sandwich,5,404.25,2025-06-14 17:25:00,2025-06-14 17:55:00,30,Alexandria,Credit Card,Cancelled,Bicycle,31.20579283567864,29.928074363048783,31.196981855166516,29.919658591890208,31.209353245117693,29.93153571751704,1.263967187843103,High,Online
22700,U7403,692,142,Koshary,1,133.93,2025-06-03 18:41:00,2025-06-03 19:29:00,48,Cairo,Wallet,Cancelled,Car,30.061264568931215,31.22514568108383,30.03320921028478,31.24214944347269,30.064347782375165,31.22163981808357,3.515876207427359,High,Online
731,U6154,459,458,Koshary,2,116.1,2025-06-02 18:33:00,2025-06-02 19:03:00,30,Zagazig,Cash,Cancelled,Bicycle,30.57427063191724,31.509059069831952,30.60587227682429,31.510038904040705,30.579474061865568,31.49352695201228,3.5046958447167587,High,Online
62577,U4074,747,311,Pizza,4,259.12,2025-06-04 02:44:00,2025-06-04 03:37:00,53,Giza,Credit Card,In Transit,Car,30.00800440762788,31.20293485853304,30.002373685241917,31.218933984358017,30.0122905945542,31.199919019148997,1.6650376103239195,Low,Online
74825,U1266,905,305,Sandwich,1,46.09,2025-06-08 23:18:00,2025-06-08 23:57:00,39,Mansoura,Cash,Delivered,Bicycle,31.030698756634536,31.39242872356988,31.042156008005485,31.377463500873542,31.055522248397693,31.39256674823547,1.9117420565428305,Low,Online
87041,U2456,581,329,Sandwich,2,215.96,2025-06-06 23:54:00,2025-06-07 00:41:00,47,Cairo,Cash,Delivered,Bicycle,30.04157000356567,31.221129656926916,30.03353470106003,31.25139043111844,30.03191358632819,31.227864047237432,3.0515454697667295,Low,Online
88950,U9331,78,173,Burger,3,279.42,2025-06-09 19:24:00,2025-06-09 19:58:00,34,Zagazig,Cash,In Transit,Car,30.568733531049347,31.49242015959673,30.570088466816,31.50678890393688,30.59058324716559,31.489009086048917,1.386564042726112,High,Online
76701,U5517,163,481,Burger,2,221.48,2025-06-07 03:30:00,2025-06-07 04:07:00,37,Giza,Wallet,Cancelled,Motorbike,30.023874464357956,31.214715775909504,30.012656344530228,31.19705934047582,30.012526991578607,31.227185300072342,2.10894350471657,Low,Online
80183,U5654,752,264,Shawarma,1,30.3,2025-06-16 07:40:00,2025-06-16 08:22:00,42,Zagazig,Credit Card,Delivered,Bicycle,30.603946797785483,31.511088268161256,30.596202330759624,31.494493761687952,30.60443072374403,31.515708969697776,1.8082500375493455,High,Online
11397,U5621,41,104,Pasta,3,193.71,2025-06-09 04:54:00,2025-06-09 05:33:00,39,Tanta,Wallet,Delivered,Bicycle,30.797045276621887,31.018129842630156,30.79473973810023,30.97923862511826,30.78510158797572,30.988019349517977,3.730930633015156,Low,Online
71669,U5977,897,340,Sushi,4,306.52,2025-06-12 18:04:00,2025-06-12 18:28:00,24,Mansoura,Cash,Cancelled,Bicycle,31.023823551047258,31.3954247801951,31.035353413670187,31.389779342244164,31.037078967497543,31.393003512157787,1.387302510244781,High,Online
34125,U7141,74,432,Sandwich,1,68.53,2025-06-04 06:15:00,2025-06-04 06:43:00,28,Giza,Credit Card,Cancelled,Motorbike,30.017748777313653,31.212272572673232,30.02685964917376,31.222085112958275,30.02041659170149,31.20284794063241,1.3842015169471231,Low,Online
82847,U6472,797,313,Pasta,5,242.6,2025-06-10 08:48:00,2025-06-10 09:13:00,25,Alexandria,Cash,Delivered,Bicycle,31.19470399631913,29.91586924274118,31.21209645594673,29.925222760575004,31.204714453423072,29.927992309950795,2.124415208486657,High,Online
9633,U1700,498,46,Pasta,3,411.9,2025-06-12 01:05:00,2025-06-12 01:57:00,52,Cairo,Wallet,Delivered,Car,30.02862898241725,31.225269367568146,30.05027800724996,31.24827232510824,30.061761958832484,31.234863345672192,3.2682538951733413,Low,Online
79863,U5917,740,57,Sandwich,4,477.72,2025-06-08 03:11:00,2025-06-08 03:40:00,29,Mansoura,Wallet,In Transit,Car,31.04825745021575,31.365929010816217,31.04207177877309,31.379533442785245,31.019560276059934,31.36740370073607,1.468628913040109,Low,Online
24432,U4405,1,229,Pizza,1,149.81,2025-06-09 22:10:00,2025-06-09 22:41:00,31,Giza,Credit Card,In Transit,Bicycle,30.01100185925657,31.22827780448182,30.002896268717368,31.2234542577124,30.02707174771742,31.21802762608388,1.0118896377728634,Low,Online
70019,U2043,394,450,Koshary,1,39.15,2025-06-07 15:38:00,2025-06-07 15:54:00,16,Zagazig,Wallet,Delivered,Car,30.59078631633628,31.485253177080203,30.593752043766084,31.509806850412954,30.60047916319433,31.5060202929705,2.3777401008124746,Medium,Online
83707,U7257,526,266,Pizza,3,399.93,2025-06-11 05:53:00,2025-06-11 06:36:00,43,Alexandria,Credit Card,Cancelled,Bicycle,31.1926383069084,29.91438358819707,31.21692691316736,29.922120180867516,31.185100366055853,29.922547048482453,2.7920573421957178,Low,Online
16271,U6989,309,159,Sushi,3,367.77,2025-06-01 19:57:00,2025-06-01 20:38:00,41,Giza,Credit Card,Delivered,Car,30.008361107786413,31.192288812313233,29.995904138534204,31.223139031791995,29.994325063550477,31.21108833530359,3.281272757229153,High,Online
54939,U6572,234,281,Sandwich,5,287.9,2025-06-03 16:45:00,2025-06-03 17:21:00,36,Assiut,Cash,In Transit,Car,27.18345516045914,31.177011233134827,27.17760264269384,31.19311476804004,27.18092903366845,31.166975351067727,1.7225291754285474,High,Offline
38870,U4913,289,24,Koshary,1,43.81,2025-06-03 01:28:00,2025-06-03 02:10:00,42,Mansoura,Credit Card,Delivered,Car,31.05004936301766,31.372902140340813,31.033692385714797,31.379443178042948,31.02084198037037,31.392937363764176,1.91799148649954,Low,Online
39403,U9706,785,65,Pizza,2,202.36,2025-06-07 05:51:00,2025-06-07 06:43:00,52,Alexandria,Wallet,Delivered,Motorbike,31.19450413787242,29.912280871113424,31.21202079626885,29.89994636611123,31.19636200375948,29.917805416121592,2.270159862069123,Low,Online
54411,U8214,53,212,Shawarma,2,164.76,2025-06-09 18:24:00,2025-06-09 18:46:00,22,Cairo,Wallet,In Transit,Car,30.056822004153027,31.22123016806609,30.030748109073848,31.2520316193106,30.03407232899411,31.23609499240744,4.144731360633565,High,Online
29800,U4701,647,496,Koshary,5,533.35,2025-06-03 09:33:00,2025-06-03 10:06:00,33,Tanta,Cash,Delivered,Car,30.796038536323262,30.994807241187136,30.7974993908425,31.007070952574814,30.805371976425548,30.978714356880857,1.1848348326346905,High,Online
50543,U4894,449,278,Koshary,5,316.25,2025-06-13 23:43:00,2025-06-14 00:29:00,46,Zagazig,Wallet,Cancelled,Bicycle,30.606827142449596,31.513956994053427,30.58722365379277,31.52015983495558,30.604010526816488,31.519863232893705,2.2532372076556704,Low,Online
55839,U2578,440,136,Pizza,3,181.44,2025-06-02 02:06:00,2025-06-02 02:52:00,46,Alexandria,Cash,Cancelled,Car,31.18473480753143,29.91114295902862,31.211002805471416,29.906328796245983,31.208507682421462,29.919436824628203,2.948328188543595,Low,Online
99482,U8522,874,319,Sushi,5,593.1,2025-06-01 12:54:00,2025-06-01 13:18:00,24,Zagazig,Wallet,Cancelled,Bicycle,30.60304553204192,31.51697727101154,30.58646470388075,31.515398082242747,30.58926438344449,31.48249836666456,1.8444212490511231,Medium,Online
41760,U3811,872,168,Shawarma,2,279.46,2025-06-08 01:28:00,2025-06-08 01:58:00,30,Cairo,Cash,Cancelled,Motorbike,30.053659269856997,31.25489141533321,30.061045992255178,31.229367763081253,30.039544576784095,31.250177217662586,2.5939023793859244,Low,Online
35960,U1702,649,235,Fried Chicken,2,60.66,2025-06-12 11:30:00,2025-06-12 11:57:00,27,Giza,Cash,In Transit,Car,30.01952851724193,31.222100437551735,30.015134480377327,31.216810806409036,30.007202293059517,31.223622635403128,0.7054442668598514,Medium,Online
83090,U3276,775,28,Koshary,2,266.26,2025-06-10 16:34:00,2025-06-10 17:33:00,59,Assiut,Wallet,Cancelled,Car,27.17819929485481,31.18915789924519,27.173437920097964,31.19169205245589,27.18010550021027,31.184460487657205,0.5843117011986797,High,Online
75271,U3592,42,84,Pasta,2,140.82,2025-06-13 07:39:00,2025-06-13 08:24:00,45,Zagazig,Wallet,Cancelled,Motorbike,30.597277080485867,31.482765526014695,30.576873305402465,31.514229162231917,30.590714714244175,31.496345570930085,3.7714320359101183,High,Online
50553,U4354,47,63,Koshary,2,255.26,2025-06-02 19:51:00,2025-06-02 20:31:00,40,Assiut,Wallet,In Transit,Motorbike,27.192878164747487,31.18047574790566,27.19466235900359,31.17599405186417,27.18290925526523,31.19573726637416,0.4860858272830846,High,Online
39172,U2635,590,449,Salad,2,273.58,2025-06-03 08:44:00,2025-06-03 09:15:00,31,Cairo,Credit Card,Cancelled,Bicycle,30.044579420530702,31.246073742549804,30.04981527953686,31.2213777209467,30.033520420505308,31.233434933560392,2.4514011547757284,High,Online
10736,U4990,229,382,Sandwich,2,218.5,2025-06-09 22:30:00,2025-06-09 23:16:00,46,Zagazig,Cash,In Transit,Bicycle,30.576097273266942,31.519369790297876,30.58969009809891,31.49973202006305,30.604101783689355,31.48389888831221,2.4122208967569225,Low,Online
16196,U2039,261,200,Koshary,1,111.14,2025-06-10 22:46:00,2025-06-10 23:43:00,57,Mansoura,Credit Card,Delivered,Bicycle,31.039394256190917,31.40090627676448,31.04847305606495,31.37338835355722,31.04055139765245,31.37759678629314,2.8131198952655696,Low,Online
93372,U3116,662,34,Pizza,3,172.8,2025-06-12 00:30:00,2025-06-12 01:11:00,41,Zagazig,Cash,Cancelled,Car,30.57349245168459,31.501977481960335,30.59743260621081,31.497423694566315,30.57553462537298,31.495999899687895,2.689761984090025,Low,Online
55473,U9063,66,85,Pasta,2,192.86,2025-06-11 13:35:00,2025-06-11 14:01:00,26,Tanta,Credit Card,Cancelled,Bicycle,30.77236949557684,31.017228598201616,30.777737544665573,31.00708450393373,30.79478952827404,31.003677509465316,1.1389296989740758,Medium,Online
38205,U1121,481,60,Fried Chicken,1,104.27,2025-06-10 20:10:00,2025-06-10 20:47:00,37,Alexandria,Credit Card,Delivered,Bicycle,31.21685424435703,29.932727150632353,31.208222429803747,29.918885603663117,31.186409509925728,29.910878465225142,1.6296139828198155,Low,Online
64473,U5740,249,345,Pizza,1,96.63,2025-06-03 13:52:00,2025-06-03 14:43:00,51,Mansoura,Wallet,Delivered,Motorbike,31.032772211249803,31.36777669301729,31.037186548639298,31.38283721228215,31.023289645641707,31.36976450203589,1.5188324003895837,Medium,Online
86352,U5775,515,321,Burger,1,32.74,2025-06-02 05:05:00,2025-06-02 05:50:00,45,Giza,Credit Card,Cancelled,Bicycle,30.01838871809702,31.220112110033178,30.02681291592001,31.228354713862338,30.020504062386436,31.213947654758215,1.2264913589939617,Low,Online
18552,U4723,157,83,Pasta,1,137.59,2025-06-03 18:56:00,2025-06-03 19:37:00,41,Zagazig,Credit Card,Cancelled,Car,30.601782793513145,31.5014529895753,30.57022876062653,31.49349674945249,30.59681698680273,31.51997995812856,3.580424216485953,High,Online
54011,U6512,14,254,Sushi,5,633.85,2025-06-03 10:41:00,2025-06-03 11:09:00,28,Zagazig,Wallet,Delivered,Motorbike,30.594876424497247,31.512117307282956,30.606757742647293,31.49745201741588,30.58385714862166,31.49501979919212,1.9269031454192431,Medium,Online
86987,U2626,371,179,Sandwich,2,161.82,2025-06-12 02:57:00,2025-06-12 03:34:00,37,Alexandria,Wallet,Cancelled,Motorbike,31.191304497979026,29.90662988104253,31.210718639621437,29.93165849886084,31.21490691000516,29.92414908654817,3.212938839080363,Low,Online
84903,U7955,26,12,Sandwich,5,269.85,2025-06-11 22:11:00,2025-06-11 22:34:00,23,Alexandria,Wallet,Delivered,Motorbike,31.215320333045813,29.930426633814015,31.21755174875631,29.926158586322323,31.214093850867776,29.93473267751128,0.476033797078675,Low,Offline
71743,U8110,260,97,Burger,4,338.52,2025-06-07 08:30:00,2025-06-07 09:14:00,44,Alexandria,Credit Card,Cancelled,Bicycle,31.192000860303956,29.90980249654619,31.210501513171305,29.906640492232064,31.18883915896947,29.92074350432932,2.073239276712126,High,Online
21601,U8786,851,477,Sushi,1,33.36,2025-06-12 22:25:00,2025-06-12 23:18:00,53,Mansoura,Credit Card,Cancelled,Bicycle,31.056156784887108,31.36495871824367,31.04985190245967,31.376416532061818,31.034314078673155,31.388986336483477,1.2979742558104583,Low,Online
4054,U7920,84,302,Koshary,5,540.45,2025-06-14 17:33:00,2025-06-14 18:11:00,38,Tanta,Wallet,In Transit,Motorbike,30.7887476277052,31.00376201818572,30.773272339168557,30.98974203568095,30.767797654747085,30.985700104114272,2.1782025883128635,High,Online
6756,U2807,997,180,Pasta,1,124.67,2025-06-14 23:04:00,2025-06-14 23:23:00,19,Zagazig,Cash,Delivered,Bicycle,30.585683334116812,31.49089115066659,30.56963442340751,31.496526843202258,30.59255732082916,31.484603659613867,1.8595307913109709,Low,Online
13409,U8665,144,433,Burger,5,704.25,2025-06-01 12:30:00,2025-06-01 13:02:00,32,Mansoura,Credit Card,Cancelled,Motorbike,31.025265200923247,31.363286783723957,31.023584456873525,31.395514230249752,31.054989557796063,31.37496666605257,3.082710948120158,Medium,Online
27162,U1763,769,378,Shawarma,5,647.05,2025-06-12 02:58:00,2025-06-12 03:38:00,40,Mansoura,Wallet,Cancelled,Car,31.04449924100952,31.36436970922785,31.052070443684165,31.378004963963537,31.05364035569861,31.380337901307783,1.548776460704432,Low,Online
58761,U6810,249,165,Burger,2,122.0,2025-06-12 01:17:00,2025-06-12 01:53:00,36,Assiut,Credit Card,Cancelled,Motorbike,27.191402322263325,31.171843290469184,27.180511610999627,31.188851010778514,27.19523636328354,31.185612385043868,2.0728132723944026,Low,Online
25791,U6109,501,57,Koshary,1,96.11,2025-06-03 13:40:00,2025-06-03 14:20:00,40,Cairo,Cash,Cancelled,Bicycle,30.059028304221,31.226608396529304,30.037781954972036,31.233965573511068,30.03830657903135,31.23551170072546,2.4597796128414537,Medium,Online
39261,U3150,546,92,Koshary,4,318.56,2025-06-13 13:06:00,2025-06-13 13:53:00,47,Assiut,Credit Card,In Transit,Bicycle,27.20039798239653,31.193959244310637,27.18964359418512,31.165703551409862,27.169287161931525,31.189080963037224,3.042721014084562,Medium,Online
90491,U7477,767,77,Sandwich,2,95.94,2025-06-04 19:44:00,2025-06-04 20:29:00,45,Zagazig,Wallet,Delivered,Bicycle,30.569140024479523,31.482955502153107,30.572412800216085,31.521507854873043,30.596641878605304,31.503488525632186,3.716057284576315,High,Online
93328,U2371,850,452,Burger,3,383.52,2025-06-03 09:51:00,2025-06-03 10:36:00,45,Assiut,Wallet,Delivered,Bicycle,27.17070195271537,31.178923608432218,27.185289631732104,31.200388486235433,27.167961389271664,31.16592000814145,2.671600928311166,High,Online
74640,U3041,816,111,Sushi,1,88.88,2025-06-10 18:52:00,2025-06-10 19:17:00,25,Assiut,Credit Card,Cancelled,Bicycle,27.189831027675226,31.193392692794145,27.198629605421303,31.191121423660153,27.163989633291937,31.1776432314052,1.0005770090105948,High,Online
22418,U9142,201,89,Sandwich,5,607.1500000000001,2025-06-08 23:44:00,2025-06-09 00:06:00,22,Giza,Credit Card,In Transit,Bicycle,30.01887091463879,31.189062403652244,30.008346617002456,31.19446243332601,30.029857831069283,31.226855446273767,1.2776779640608005,Low,Online
3681,U5798,936,433,Salad,5,203.8,2025-06-16 06:45:00,2025-06-16 07:25:00,40,Assiut,Credit Card,In Transit,Car,27.190930785968444,31.178997966770112,27.19791456270973,31.194141567463028,27.191416515832895,31.201470510937256,1.688280233319716,Low,Offline
93600,U8742,261,120,Sandwich,5,330.90000000000003,2025-06-10 22:18:00,2025-06-10 22:48:00,30,Giza,Wallet,In Transit,Motorbike,30.00459403562722,31.196364602211315,29.999098689140137,31.2056835745449,30.003630750740456,31.22451234304075,1.0860651827368102,Low,Online
19829,U3134,925,135,Salad,1,106.56,2025-06-11 23:22:00,2025-06-12 00:15:00,53,Mansoura,Cash,Cancelled,Bicycle,31.055181833449545,31.38568503861453,31.032080888113793,31.388953030439417,31.02054062985764,31.38720829016117,2.5801360846378034,Low,Online
64643,U5224,856,137,Fried Chicken,1,45.88,2025-06-13 23:08:00,2025-06-13 23:46:00,38,Assiut,Credit Card,Cancelled,Bicycle,27.182348560922964,31.180746122385813,27.200027029280783,31.193190917578995,27.16995153808873,31.203567998571895,2.314694802320263,Low,Online
14448,U8764,495,336,Burger,2,299.14,2025-06-06 03:24:00,2025-06-06 04:02:00,38,Mansoura,Credit Card,Delivered,Car,31.03776495256253,31.38961703208703,31.056264470047868,31.399484202189207,31.031462874200596,31.38073667495665,2.2569795118605582,Low,Online
57132,U4147,79,344,Burger,4,218.4,2025-06-03 11:55:00,2025-06-03 12:28:00,33,Assiut,Credit Card,Cancelled,Motorbike,27.179452300069727,31.16922781171315,27.165653490398316,31.168377949795,27.166601513788528,31.198201842446416,1.5313121832741443,Medium,Online
37866,U3090,943,83,Pasta,2,234.5,2025-06-13 15:13:00,2025-06-13 15:51:00,38,Alexandria,Cash,Cancelled,Car,31.210188481078852,29.901883302845924,31.189647148213343,29.923680148972707,31.207762975074218,29.91469735103519,3.082568467774484,Medium,Online
18782,U7212,250,71,Burger,2,129.82,2025-06-11 23:41:00,2025-06-12 00:31:00,50,Zagazig,Wallet,Cancelled,Car,30.57539923071082,31.513692871262936,30.603838004805624,31.52129825311408,30.59208694843387,31.504060530212303,3.236074255958863,Low,Online
15576,U5477,9,99,Sushi,3,448.77,2025-06-14 23:36:00,2025-06-15 00:09:00,33,Mansoura,Wallet,Delivered,Car,31.040923085027934,31.385366800714568,31.057347231015225,31.390908747773494,31.05656228880905,31.3784884944941,1.896235446825079,Low,Online
72352,U3818,458,472,Salad,3,400.65,2025-06-14 03:42:00,2025-06-14 04:23:00,41,Mansoura,Credit Card,In Transit,Motorbike,31.05382125877911,31.398825418133544,31.02399843753222,31.38893315646582,31.056937930853973,31.394258450869067,3.4386788477600816,Low,Online
88845,U3503,753,416,Koshary,3,189.6,2025-06-08 08:21:00,2025-06-08 09:01:00,40,Zagazig,Wallet,In Transit,Motorbike,30.573229208430252,31.511322315614848,30.574149487204235,31.489260730601135,30.587954925165494,31.505927916822777,2.118748060770336,High,Online
75091,U5061,265,177,Sushi,4,581.44,2025-06-09 18:30:00,2025-06-09 19:03:00,33,Cairo,Credit Card,Delivered,Car,30.038320165891328,31.253754677008207,30.061975736421484,31.221666892296085,30.062824644536843,31.226958069976217,4.056132332368086,High,Online
54118,U3925,727,409,Pasta,3,115.95,2025-06-13 13:38:00,2025-06-13 14:03:00,25,Cairo,Credit Card,In Transit,Car,30.05822612561264,31.237381352834152,30.052037726057105,31.250219010308392,30.04358017514207,31.222274270282256,1.4153370237807017,Medium,Online
